country,region,lat,long,country_code,decade,value
Malta,Europe,35.937496,14.375416,MLT,2010,-1
Marshall Islands,Oceania,7.131474,171.184478,MHL,1990,-1
Marshall Islands,Oceania,7.131474,171.184478,MHL,2000,-1
Marshall Islands,Oceania,7.131474,171.184478,MHL,2010,-1
Mauritania,Africa,21.00789,-10.940835,MRT,1990,20.778238561976500
Mauritania,Africa,21.00789,-10.940835,MRT,2000,22.46506940144320
Mauritania,Africa,21.00789,-10.940835,MRT,2010,26.0063278612705
Mauritius,Africa,-20.348404,57.552152,MUS,1990,-1
Mauritius,Africa,-20.348404,57.552152,MUS,2000,-1
Mauritius,Africa,-20.348404,57.552152,MUS,2010,-1
Mexico,Asia,23.634501,-102.552784,MEX,1990,38.783080075528800
Mexico,Asia,23.634501,-102.552784,MEX,2000,40.21400109037410
Mexico,Asia,23.634501,-102.552784,MEX,2010,40.52667014021790
Micronesia,Oceania,7.425554,150.550812,FSM,1990,-1
Micronesia,Oceania,7.425554,150.550812,FSM,2000,-1
Micronesia,Oceania,7.425554,150.550812,FSM,2010,-1
Moldova,Europe,47.411631,28.369885,MDA,1990,-1
Moldova,Europe,47.411631,28.369885,MDA,2000,-1
Moldova,Europe,47.411631,28.369885,MDA,2010,-1
Monaco,Europe,43.750298,7.412841,MCO,1990,-1
Monaco,Europe,43.750298,7.412841,MCO,2000,-1
Monaco,Europe,43.750298,7.412841,MCO,2010,-1
Mongolia,Asia,46.862496,103.846656,MNG,1990,28.532444900523200
Mongolia,Asia,46.862496,103.846656,MNG,2000,36.41950608245020
Mongolia,Asia,46.862496,103.846656,MNG,2010,45.16388038482780
Montenegro,Europe,42.708678,19.37439,MNE,1990,-1
Montenegro,Europe,42.708678,19.37439,MNE,2000,-1
Montenegro,Europe,42.708678,19.37439,MNE,2010,-1
Morocco,Africa,31.791702,-7.09262,MAR,1990,20.69294887189680
Morocco,Africa,31.791702,-7.09262,MAR,2000,21.53949666652850
Morocco,Africa,31.791702,-7.09262,MAR,2010,21.71305480151550
Mozambique,Africa,-18.665695,35.529562,MOZ,1990,8.568548834936960
Mozambique,Africa,-18.665695,35.529562,MOZ,2000,8.313666189428850
Mozambique,Africa,-18.665695,35.529562,MOZ,2010,8.909267982949220
Myanmar,Asia,21.913965,95.956223,MMR,1990,8.988057441992370
Myanmar,Asia,21.913965,95.956223,MMR,2000,10.027462901173800
Myanmar,Asia,21.913965,95.956223,MMR,2010,11.559396151922100
Namibia,Africa,-22.95764,18.49041,NAM,1990,-1
Namibia,Africa,-22.95764,18.49041,NAM,2000,-1
Namibia,Africa,-22.95764,18.49041,NAM,2010,-1
Nauru,Oceania,-0.522778,166.931503,NRU,1990,-1
Nauru,Oceania,-0.522778,166.931503,NRU,2000,-1
Nauru,Oceania,-0.522778,166.931503,NRU,2010,-1
Nepal,Asia,28.394857,84.124008,NPL,1990,2.3440233437824500
Nepal,Asia,28.394857,84.124008,NPL,2000,3.041328371058470
Nepal,Asia,28.394857,84.124008,NPL,2010,4.244497239138640
Netherlands,Europe,52.132633,5.291266,NLD,1990,12.668466491390500
Netherlands,Europe,52.132633,5.291266,NLD,2000,12.44373628644850
Netherlands,Europe,52.132633,5.291266,NLD,2010,12.44251217718640
New Caledonia,Oceania,-20.904305,165.618042,NCL,1990,-1
New Caledonia,Oceania,-20.904305,165.618042,NCL,2000,-1
New Caledonia,Oceania,-20.904305,165.618042,NCL,2010,-1
New Zealand,Oceania,-40.900557,174.885971,NZL,1990,27.02280900944180
New Zealand,Oceania,-40.900557,174.885971,NZL,2000,29.856174723464700
New Zealand,Oceania,-40.900557,174.885971,NZL,2010,31.620264605015100
Nicaragua,North America,12.865416,-85.207229,NIC,1990,18.066653155567300
Nicaragua,North America,12.865416,-85.207229,NIC,2000,17.0554025940876
Nicaragua,North America,12.865416,-85.207229,NIC,2010,16.55847645350240
Niger,Africa,17.607789,8.081666,NER,1990,5.779667721314720
Niger,Africa,17.607789,8.081666,NER,2000,6.033165617601590
Niger,Africa,17.607789,8.081666,NER,2010,5.574061996973500
Nigeria,Africa,9.081999,8.675277,NGA,1990,13.44506736283450
Nigeria,Africa,9.081999,8.675277,NGA,2000,14.928408259355400
Nigeria,Africa,9.081999,8.675277,NGA,2010,16.09088687948540
North Macedonia,Europe,41.608635,21.745275,MKD,1990,-1
North Macedonia,Europe,41.608635,21.745275,MKD,2000,-1
